name,address,amenities,street,city,state,zipcode,minprice,maxprice,minbed,maxbed,building_type,date,Latitude,Longitude
Twelve100 Apartments,"12100 Metric Blvd, Austin, TX 78758",0,12100 Metric Blvd, Austin,TX,78758,1186,2314,1,2,APT,2023-10-25 18:16:07,30.403785,-97.70063309999999
Park at Wells Branch Apartments,"1915 Wells Branch Pky, Austin, TX 78728",0,1915 Wells Branch Pky, Austin,TX,78728,1070,1313,1,2,APT,2023-10-25 18:16:07,30.4332432,-97.6800129
Cortland Onion Creek,"1900 Onion Creek Pky, Austin, TX 78748",0,1900 Onion Creek Pky, Austin,TX,78748,1395,1585,1,0,APT,2023-10-25 18:16:07,30.1383286,-97.8000385
Lakeshore Pearl,"2223 Waterloo City Ln, Austin, TX 78741",0,2223 Waterloo City Ln, Austin,TX,78741,1458,1560,1,0,APT,2023-10-25 18:16:07,30.2414963,-97.7235841
The Nest,"6707 Berkman Dr, Austin, TX 78723",0,6707 Berkman Dr, Austin,TX,78723,1049,1299,1,0,APT,2023-10-25 18:16:07,30.319886,-97.688576
Axis West Campus,"2505 Longview St, Austin, TX 78705",0,2505 Longview St, Austin,TX,78705,1527,0,1,4,APT,2023-10-25 18:16:07,30.2901609,-97.75045550000002
Logans Mill,"1912 E William Cannon Dr, Austin, TX 78744",0,1912 E William Cannon Dr, Austin,TX,78744,1054,1884,1,2,APT,2023-10-25 18:16:07,30.1907404,-97.7635289
Oxford at Tech Ridge,"305 E Yager Ln, Austin, TX 78753",0,305 E Yager Ln, Austin,TX,78753,1190,1300,1,2,APT,2023-10-25 18:16:07,30.3959509,-97.6675702
Gardens at Anderson Square,"7908 Gault St, Austin, TX 78757",0,7908 Gault St, Austin,TX,78757,1295,1495,1,2,APT,2023-10-25 18:16:07,30.3509558,-97.7183544
The Square,"4316 Bull Creek Rd, Austin, TX 78731",0,4316 Bull Creek Rd, Austin,TX,78731,1100,0,1,0,APT,2023-10-25 18:16:07,30.3184298,-97.75546399999999
Vi Collina,"2401 E Oltorf St, Austin, TX 78741",0,2401 E Oltorf St, Austin,TX,78741,1250,1683,1,2,APT,2023-10-25 18:16:07,30.228316,-97.72983110000001
Argosy at Crestview,"1003 Justin Ln, Austin, TX 78757",0,1003 Justin Ln, Austin,TX,78757,1008,2628,1,2,APT,2023-10-25 18:16:07,30.3373173,-97.7222788
Delwood Station,"1230 E 38th 1/2 St, Austin, TX 78722",0,1230 E 38th 1/2 St, Austin,TX,78722,1169,0,1,2,APT,2023-10-25 18:16:07,30.2944199,-97.7170605
Elysium Grand,"3300 Oak Creek Dr, Austin, TX 78727",0,3300 Oak Creek Dr, Austin,TX,78727,1010,1668,1,3,APT,2023-10-25 18:16:07,30.42789519999999,-97.70556479999999
The Heights at 8721,"8721 Eastern Heights Blvd, Austin, TX 78724",0,8721 Eastern Heights Blvd, Austin,TX,78724,1250,0,1,2,APT,2023-10-25 18:16:07,30.3288646,-97.63769219999999
Balcones Club Apartments,"9218 Balcones Club Dr, Austin, TX 78750",0,9218 Balcones Club Dr, Austin,TX,78750,1066,1416,1,2,APT,2023-10-25 18:16:07,30.4415944,-97.7849983
Villas on Rio,"2111 Rio Grande St, Austin, TX 78705",0,2111 Rio Grande St, Austin,TX,78705,0,0,2,5,APT,2023-10-25 18:16:07,30.2849888,-97.7447971
Waterloo Flats,"1300 Pleasant Valley Rd S, Austin, TX 78741",0,1300 Pleasant Valley Rd S, Austin,TX,78741,956,1252,1,2,APT,2023-10-25 18:16:07,30.240509,-97.71945749999999
Los Portales de Lena Guerrero,"5225 Jain Ln, Austin, TX 78721",0,5225 Jain Ln, Austin,TX,78721,871,1250,1,3,APT,2023-10-25 18:16:07,30.2632532,-97.68910369999999
Aspire at Onion Creek,"2333 Cascades Ave, Austin, TX 78747",0,2333 Cascades Ave, Austin,TX,78747,556,1299,1,3,APT,2023-10-25 18:16:07,30.1317155,-97.79452529999999
Enclave at La Frontera,"2800 La Frontera Blvd, Round Rock, TX 78681",0,2800 La Frontera Blvd, Round Rock,TX,78681,1151,1555,1,2,APT,2023-10-25 18:16:07,30.478205,-97.6856071
24 Longview,"2401 Longview, Austin, TX 78705",0,2401 Longview, Austin,TX,78705,1029,0,1,3,APT,2023-10-25 18:16:07,30.2888124,-97.75054039999999
The Garrison,"1801 Fortview Rd, Austin, TX 78704",0,1801 Fortview Rd, Austin,TX,78704,1274,0,1,0,APT,2023-10-25 18:16:07,30.2298761,-97.7859045
Forest Park Apartment Homes,"1088 Park Plz, Austin, TX 78753",0,1088 Park Plz, Austin,TX,78753,1232,0,1,2,APT,2023-10-25 18:16:07,30.34879,-97.6841055
Settlers Creek Apartments,"8001 Hwy 71 W, Austin, TX 78736",0,8001 Hwy 71 W, Austin,TX,78736,0,0,2,0,APT,2023-10-25 18:16:07,30.2442157,-97.885443
Altair Tech Ridge,"12408 Dessau Rd, Austin, TX 78754",0,12408 Dessau Rd, Austin,TX,78754,1299,1494,1,0,APT,2023-10-25 18:16:07,30.3900541,-97.6475634
Windsor South Congress,"8103 S Congress Ave, Austin, TX 78745",0,8103 S Congress Ave, Austin,TX,78745,1500,2991,1,3,APT,2023-10-25 18:16:07,30.177415,-97.7833886
Lenox SOCO,"135 Foremost Dr, Austin, TX 78745",0,135 Foremost Dr, Austin,TX,78745,1375,1675,1,0,APT,2023-10-25 18:16:07,30.178211,-97.7814459
Burl Apartments,"2414 Ventura Dr, Austin, TX 78741",0,2414 Ventura Dr, Austin,TX,78741,1099,1224,1,2,APT,2023-10-25 18:16:07,30.2170309,-97.73505019999999
WATERS PARK,"3401 W PARMER Ln, AUSTIN, TX 78727",0,3401 W PARMER Ln, AUSTIN,TX,78727,1176,1358,1,2,APT,2023-10-25 18:16:07,30.420887,-97.7121251
The Vibe,"1070 Mearns Meadow Blvd, Austin, TX 78758",0,1070 Mearns Meadow Blvd, Austin,TX,78758,1293,4088,1,2,APT,2023-10-25 18:16:07,30.368124,-97.69991309999999
MAA Canyon Creek,"9501 N FM 620, Austin, TX 78726",0,9501 N FM 620, Austin,TX,78726,1138,1883,1,0,APT,2023-10-25 18:16:07,30.43489199999999,-97.8400099
Ten Oaks,"12612 N Lamar Blvd, Austin, TX 78753",0,12612 N Lamar Blvd, Austin,TX,78753,1519,0,1,3,APT,2023-10-25 18:16:07,30.4104371,-97.6782482
Fashionaire,"1405-1407 W North Loop Blvd, Austin, TX 78756",0,1405-1407 W North Loop Blvd, Austin,TX,78756,1175,0,1,2,APT,2023-10-25 18:16:07,30.324293,-97.7366627
Cedar + Sage,"5704-5902 Cougar Dr, Austin, TX 78745",0,5704-5902 Cougar Dr, Austin,TX,78745,0,0,2,0,APT,2023-10-25 18:16:07,30.2083071,-97.7858874
Highlands Hill Country,"3014 W William Cannon Dr, Austin, TX 78745",0,3014 W William Cannon Dr, Austin,TX,78745,1321,2210,1,2,APT,2023-10-25 18:16:07,30.2104789,-97.82159449999999
Mandalay Apartment Homes,"12443 Tech Ridge Blvd, Austin, TX 78753",0,12443 Tech Ridge Blvd, Austin,TX,78753,1200,1765,1,0,APT,2023-10-25 18:16:07,30.3981501,-97.6637939
Wildflower Terrace - 55+ Living,"3801 Berkman Dr, Austin, TX 78723",0,3801 Berkman Dr, Austin,TX,78723,1500,0,1,0,APT,2023-10-25 18:16:07,30.2905045,-97.6983968
The Hamilton,"2200 Panther Trl, Austin, TX 78704",0,2200 Panther Trl, Austin,TX,78704,1425,0,1,0,APT,2023-10-25 18:16:07,30.2377529,-97.7871572
Villas at Mueller,"6103 Manor Rd, Austin, TX 78723",0,6103 Manor Rd, Austin,TX,78723,1075,0,1,2,APT,2023-10-25 18:16:07,30.30756,-97.67805
MAA Sunset Valley,"5800 Brodie Ln, Austin, TX 78745",0,5800 Brodie Ln, Austin,TX,78745,1313,2638,1,2,APT,2023-10-25 18:16:07,30.225266,-97.8255654
The Arbors of Wells Branch Apartments,"1831 Wells Branch Pky, Austin, TX 78728",0,1831 Wells Branch Pky, Austin,TX,78728,1158,2558,1,2,APT,2023-10-25 18:16:07,30.4342202,-97.67928239999999
Windsor Oak Hill,"6701 Rialto Blvd, Austin, TX 78735",0,6701 Rialto Blvd, Austin,TX,78735,1540,3087,1,0,APT,2023-10-25 18:16:07,30.2483337,-97.8602959
Barton Ridge Apartments,"1501 Kinney Ave, Austin, TX 78704",0,1501 Kinney Ave, Austin,TX,78704,1425,0,1,0,APT,2023-10-25 18:16:07,30.2537643,-97.7661672
The Oaks at Ben White,"6936 E Ben White Blvd, Austin, TX 78741",0,6936 E Ben White Blvd, Austin,TX,78741,1411,1469,1,0,APT,2023-10-25 18:16:07,30.2153146,-97.70259569999999
The Ivy Apartments,"8912 N Lamar Blvd, Austin, TX 78753",0,8912 N Lamar Blvd, Austin,TX,78753,1160,1384,1,2,APT,2023-10-25 18:16:07,30.3586876,-97.700369
Madison at the Arboretum,"10307 Morado Cove, Austin, TX 78759",0,10307 Morado Cove, Austin,TX,78759,1275,2250,1,2,APT,2023-10-25 18:16:07,30.4015249,-97.75270499999999
The Robinson on Melrose,"6511 Melrose Trl, Austin, TX 78727",0,6511 Melrose Trl, Austin,TX,78727,0,0,2,4,APT,2023-10-25 18:16:07,30.440866,-97.7497708
MAA Onion Creek,"1901 Onion Creek Pky, Austin, TX 78748",0,1901 Onion Creek Pky, Austin,TX,78748,1198,2368,1,2,APT,2023-10-25 18:16:07,30.1373298,-97.79962189999999
Ashford Costa Azure,"1630 Rutland Dr, Austin, TX 78758",0,1630 Rutland Dr, Austin,TX,78758,1329,1339,1,2,APT,2023-10-25 18:16:07,30.3732428,-97.7123305
The Shiloh,"6811 Old Bee Caves Rd, Austin, TX 78735",0,6811 Old Bee Caves Rd, Austin,TX,78735,1531,1866,1,2,APT,2023-10-25 18:16:07,30.2363833,-97.8714112
MAA Barton Skyway,"2901 Barton Skyway, Austin, TX 78746",0,2901 Barton Skyway, Austin,TX,78746,1328,2668,1,2,APT,2023-10-25 18:16:07,30.2588484,-97.78985620000002
Easton Hills,"1900 Burton Dr, Austin, TX 78741",0,1900 Burton Dr, Austin,TX,78741,1149,0,1,0,APT,2023-10-25 18:16:07,30.2347058,-97.7312525
Ashford Costa Perla,"401 Masterson Pass, Austin, TX 78753",0,401 Masterson Pass, Austin,TX,78753,1175,1325,1,0,APT,2023-10-25 18:16:07,30.3703751,-97.68965449999999
Milo,"3220 Duval Rd, Austin, TX 78759",0,3220 Duval Rd, Austin,TX,78759,1061,2691,1,2,APT,2023-10-25 18:16:07,30.4116591,-97.7148472
The Lowell at Mueller,"1200-1201 Broadmoor Dr, Austin, TX 78723",0,1200-1201 Broadmoor Dr, Austin,TX,78723,0,0,1,2,APT,2023-10-25 18:16:07,30.3114096,-97.70535269999999
Radius on Grove,"2301 Grove Blvd, Austin, TX 78741",0,2301 Grove Blvd, Austin,TX,78741,1375,1405,1,0,APT,2023-10-25 18:16:07,30.2232995,-97.70700699999999
Point South and Bridgehollow,"1910 Willow Creek Dr, Austin, TX 78741",0,1910 Willow Creek Dr, Austin,TX,78741,1034,1099,1,2,APT,2023-10-25 18:16:07,30.23123,-97.7313162
Patten West,"2207 Wickersham Ln, Austin, TX 78741",0,2207 Wickersham Ln, Austin,TX,78741,1259,1594,1,2,APT,2023-10-25 18:16:07,30.2289703,-97.7207517
Vue At The Cameron,"7247 Cameron Rd, Austin, TX 78752",0,7247 Cameron Rd, Austin,TX,78752,1199,1249,1,2,APT,2023-10-25 18:16:07,30.3275477,-97.6909539
Le Med Apartments,"1200 W 40th St, Austin, TX 78756",0,1200 W 40th St, Austin,TX,78756,1189,1289,1,2,APT,2023-10-25 18:16:07,30.3092341,-97.74362599999999
Flora,"5406 Middle Fiskville Rd, Austin, TX 78751",0,5406 Middle Fiskville Rd, Austin,TX,78751,1330,1715,1,2,APT,2023-10-25 18:16:07,30.31687699999999,-97.7148989
Landmark at Barton Creek,"1781 Spyglass Dr, Austin, TX 78746",0,1781 Spyglass Dr, Austin,TX,78746,1126,1475,1,0,APT,2023-10-25 18:16:07,30.2584421,-97.79160189999999
Polaris on the Park - Renovated Apartments...,"1710-1720 Woodward St, Austin, TX 78741",0,1710-1720 Woodward St, Austin,TX,78741,1199,0,1,2,APT,2023-10-25 18:16:07,30.2213538,-97.7449168
MAA West Austin,"4330 Bull Creek Rd, Austin, TX 78731",0,4330 Bull Creek Rd, Austin,TX,78731,1290,3065,1,0,APT,2023-10-25 18:16:07,30.3193122,-97.7550052
Oasis at the Speedway,"3501-3503 Speedway, Austin, TX 78705",0,3501-3503 Speedway, Austin,TX,78705,1100,1125,1,2,APT,2023-10-25 18:16:07,30.2995366,-97.7339258
Polo Club,"8519 Cahill Dr, Austin, TX 78729",0,8519 Cahill Dr, Austin,TX,78729,1035,1607,1,2,APT,2023-10-25 18:16:07,30.4437528,-97.7718713
9500,"9500 Dessau Rd, Austin, TX 78754",0,9500 Dessau Rd, Austin,TX,78754,1222,4107,1,2,APT,2023-10-25 18:16:07,30.352759,-97.6756041
Windsor Republic Place,"5708 W Parmer Ln, Austin, TX 78727",0,5708 W Parmer Ln, Austin,TX,78727,1375,2596,1,0,APT,2023-10-25 18:16:07,30.43906999999999,-97.7368517
Windsor Burnet,"10301 Burnet Rd, Austin, TX 78758",0,10301 Burnet Rd, Austin,TX,78758,1335,2690,1,2,APT,2023-10-25 18:16:07,30.386587,-97.7224061
Union on San Antonio,"2011 San Antonio St, Austin, TX 78705",0,2011 San Antonio St, Austin,TX,78705,0,0,4,0,APT,2023-10-25 18:16:07,30.2833669,-97.74279519999999
Keystone Apartments,"5230 Thunder Creek Rd, Austin, TX 78759",0,5230 Thunder Creek Rd, Austin,TX,78759,990,1519,1,2,APT,2023-10-25 18:16:07,30.4166834,-97.7438991
Urban Villas,"4411 Airport Blvd, Austin, TX 78722",0,4411 Airport Blvd, Austin,TX,78722,1345,1445,1,2,APT,2023-10-25 18:16:07,30.3009057,-97.7130092
Tramor at Cannon Place,"1500 William Cannon Dr W, Austin, TX 78745",0,1500 William Cannon Dr W, Austin,TX,78745,1275,1420,1,2,APT,2023-10-25 18:16:07,30.2016999,-97.80089609999999
Short Hills Apartments,"8033 Gessner Dr, Austin, TX 78753",0,8033 Gessner Dr, Austin,TX,78753,1174,1199,1,2,APT,2023-10-25 18:16:07,30.3443844,-97.7015553
Hidden Timber,"13359 Pond Springs Rd, Austin, TX 78729",0,13359 Pond Springs Rd, Austin,TX,78729,1025,1095,1,2,APT,2023-10-25 18:16:07,30.4495133,-97.78176429999999
Stonecreek Ranch,"333 E Slaughter Ln, Austin, TX 78744",0,333 E Slaughter Ln, Austin,TX,78744,1099,1399,1,2,APT,2023-10-25 18:16:07,30.165878,-97.7812124
Folio,"11915 Stonehollow Dr, Austin, TX 78758",0,11915 Stonehollow Dr, Austin,TX,78758,1352,1602,1,0,APT,2023-10-25 18:16:07,30.400495,-97.7070282
The Cliffs,"2001 I-35 S, Austin, TX 78741",0,2001 I-35 S, Austin,TX,78741,1099,0,1,0,APT,2023-10-25 18:16:07,30.2360025,-97.7377628
Metropolis Apartments,"2200 S Pleasant Valley Rd, Austin, TX 78741",0,2200 S Pleasant Valley Rd, Austin,TX,78741,1199,0,1,2,APT,2023-10-25 18:16:07,30.2329835,-97.7258245
Brook Meadow Village,"10300 Golden Meadow Dr, Austin, TX 78758",0,10300 Golden Meadow Dr, Austin,TX,78758,1279,1399,1,2,APT,2023-10-25 18:16:07,30.3802965,-97.7118639
Lenox 7th,"4910 E 7th St, Austin, TX 78702",0,4910 E 7th St, Austin,TX,78702,1498,0,1,0,APT,2023-10-25 18:16:07,30.2550398,-97.6984498
Brixton South Shore,"2435 E Riverside Dr, Austin, TX 78741",0,2435 E Riverside Dr, Austin,TX,78741,1328,1829,1,0,APT,2023-10-25 18:16:07,30.2346714,-97.7247194
The Sondery,"1700 Willow Creek Dr, Austin, TX 78741",0,1700 Willow Creek Dr, Austin,TX,78741,1145,1645,1,0,APT,2023-10-25 18:16:07,30.2370216,-97.7268314
Lenox Park,"6000 Ed Bluestein Blvd, Austin, TX 78724",0,6000 Ed Bluestein Blvd, Austin,TX,78724,1480,1610,1,0,APT,2023-10-25 18:16:07,30.2997047,-97.6629919
Tramor at Hunter's Glen,"2309 Berkeley Ave, Austin, TX 78745",0,2309 Berkeley Ave, Austin,TX,78745,1095,1350,1,2,APT,2023-10-25 18:16:07,30.2074763,-97.8077418
The Kingston,"409 W 38th St, Austin, TX 78705",0,409 W 38th St, Austin,TX,78705,1300,1400,1,0,APT,2023-10-25 18:16:07,30.3020335,-97.7372882
Coppertree,"2425 Cromwell Cir, Austin, TX 78741",0,2425 Cromwell Cir, Austin,TX,78741,1019,1309,1,2,APT,2023-10-25 18:16:07,30.22543779999999,-97.72360359999999
Silver Springs Apartment Homes,"12151 I-35 N, Austin, TX 78753",0,12151 I-35 N, Austin,TX,78753,1231,0,1,2,APT,2023-10-25 18:16:07,30.3942683,-97.6707098
Four Park Place,"1113 Banister Ln, Austin, TX 78704",0,1113 Banister Ln, Austin,TX,78704,1275,1525,1,2,APT,2023-10-25 18:16:07,30.229458,-97.77617020000001
The Highlander,"809 Tirado St, Austin, TX 78752",0,809 Tirado St, Austin,TX,78752,1355,0,1,3,APT,2023-10-25 18:16:07,30.3233613,-97.7090443
Gables at the Terrace,"2301 S MoPac Expy, Austin, TX 78746",0,2301 S MoPac Expy, Austin,TX,78746,1310,2567,1,0,APT,2023-10-25 18:16:07,30.255842,-97.7993023
The Langdon at Walnut Park,"12101 N Lamar Blvd, Austin, TX 78753",0,12101 N Lamar Blvd, Austin,TX,78753,1435,2520,1,0,APT,2023-10-25 18:16:07,30.3953244,-97.6797565
Homestead Oaks Apartments,"3226 W Slaughter Ln, Austin, TX 78748",0,3226 W Slaughter Ln, Austin,TX,78748,978,1264,1,3,APT,2023-10-25 18:16:07,30.1833749,-97.844083
Tramor At The Quest,"4017 Victory Dr, Austin, TX 78704",0,4017 Victory Dr, Austin,TX,78704,1295,2175,1,0,APT,2023-10-25 18:16:07,30.2338468,-97.7888134
Spicewood Springs Apartment Homes,"8617 Spicewood Springs Rd, Austin, TX 78759",0,8617 Spicewood Springs Rd, Austin,TX,78759,1085,1150,1,2,APT,2023-10-25 18:16:07,30.4347105,-97.77562499999999
Great Hills,"10610 Morado Cir, Austin, TX 78759",0,10610 Morado Cir, Austin,TX,78759,980,1635,1,2,APT,2023-10-25 18:16:07,30.4048035,-97.7520461
Townhollow Apartments,"1200 Treadwell St, Austin, TX 78704",0,1200 Treadwell St, Austin,TX,78704,1395,1525,1,0,APT,2023-10-25 18:16:07,30.2558659,-97.7607646
Tanglewood North Apartments,"1020 45th St E, Austin, TX 78751",0,1020 45th St E, Austin,TX,78751,1250,1400,1,2,APT,2023-10-25 18:16:07,30.3046148,-97.7167328
Trove Eastside,"2201 Montopolis Dr, Austin, TX 78741",0,2201 Montopolis Dr, Austin,TX,78741,1345,0,1,3,APT,2023-10-25 18:16:07,30.2221422,-97.70431339999999
Revolve ATX,"112 Will Davis Dr, Austin, TX 78752",0,112 Will Davis Dr, Austin,TX,78752,1409,2325,1,0,APT,2023-10-25 18:16:07,30.3276891,-97.7140769
Tramor at the Arboretum,"9417 Great Hills Trl, Austin, TX 78759",0,9417 Great Hills Trl, Austin,TX,78759,1165,1445,1,0,APT,2023-10-25 18:16:07,30.39221239999999,-97.75544269999999
Tramor at Oak Bend,"903-911 Battle Bend Blvd, Austin, TX 78745",0,903-911 Battle Bend Blvd, Austin,TX,78745,1120,1390,1,2,APT,2023-10-25 18:16:07,30.203152,-97.763289
Tramor at the Hills,"9009 Great Hills Trl, Austin, TX 78759",0,9009 Great Hills Trl, Austin,TX,78759,1195,1625,1,0,APT,2023-10-25 18:16:07,30.3902402,-97.75926299999999
Array,"2101 Burton Dr, Austin, TX 78741",0,2101 Burton Dr, Austin,TX,78741,1185,1505,1,2,APT,2023-10-25 18:16:07,30.232071,-97.7318071
Waters at Bluff Springs,"7707 S Interstate 35 Hwy, Austin, TX 78744",0,7707 S Interstate 35 Hwy, Austin,TX,78744,1125,1224,1,2,APT,2023-10-25 18:16:07,30.1789748,-97.77442940000002
Overture Mueller,"4818 Berkman Dr, Austin, TX 78723",0,4818 Berkman Dr, Austin,TX,78723,1113,0,1,0,APT,2023-10-25 18:16:07,30.301734,-97.7008568
Whisper Hollow,"3300 Parker Ln, Austin, TX 78741",0,3300 Parker Ln, Austin,TX,78741,1125,1448,1,2,APT,2023-10-25 18:16:07,30.2224669,-97.742717
Villas at Shadow Oaks,"12148 Jollyville Rd, Austin, TX 78759",0,12148 Jollyville Rd, Austin,TX,78759,1050,1295,1,2,APT,2023-10-25 18:16:07,30.4291803,-97.7634655
Woodchase Apartments,"8524 Burnett Rd, Austin, TX 78757",0,8524 Burnett Rd, Austin,TX,78757,1075,1385,1,2,APT,2023-10-25 18:16:07,30.3671066,-97.72954940000001
The Ridge Apartments,"6805 Woodhollow Dr, Austin, TX 78731",0,6805 Woodhollow Dr, Austin,TX,78731,1228,0,1,0,APT,2023-10-25 18:16:07,30.3504305,-97.754424
Villas de la Plaza,"9601 Middle Fiskville Rd, Austin, TX 78753",0,9601 Middle Fiskville Rd, Austin,TX,78753,1116,1362,1,2,APT,2023-10-25 18:16:07,30.3592083,-97.6846779
High Point Village,"2400 Wickersham Ln, Austin, TX 78741",0,2400 Wickersham Ln, Austin,TX,78741,1145,1455,1,0,APT,2023-10-25 18:16:07,30.2276603,-97.72363419999999
The Villas at Southport,"1508 Southport Dr, Austin, TX 78704",0,1508 Southport Dr, Austin,TX,78704,1195,1575,1,0,APT,2023-10-25 18:16:07,30.23315149999999,-97.78086569999999
Rockwood Apartments,"8615 Rockwood Ln, Austin, TX 78757",0,8615 Rockwood Ln, Austin,TX,78757,1299,0,1,0,APT,2023-10-25 18:16:07,30.3683169,-97.72940679999999
San Marin,"3625 Duval Rd, Austin, TX 78759",0,3625 Duval Rd, Austin,TX,78759,1116,1851,1,3,APT,2023-10-25 18:16:07,30.4106605,-97.7246547
High Oaks,"11028 Jollyville Rd, Austin, TX 78759",0,11028 Jollyville Rd, Austin,TX,78759,895,1920,1,2,APT,2023-10-25 18:16:07,30.4053131,-97.7480575
MAA Quarry Oaks,"6263 McNeil Dr, Austin, TX 78729",0,6263 McNeil Dr, Austin,TX,78729,1183,2388,1,2,APT,2023-10-25 18:16:07,30.4408025,-97.7489275
South Congress Square,"500 S Congress Ave, Austin, TX 78704",0,500 S Congress Ave, Austin,TX,78704,1495,0,1,0,APT,2023-10-25 18:16:07,30.256728,-97.747824
MAA Double Creek,"11001 S 1st St, Austin, TX 78748",0,11001 S 1st St, Austin,TX,78748,1118,2363,1,2,APT,2023-10-25 18:16:07,30.1451179,-97.80262019999999
District at SoCo,"501 E Oltorf St, Austin, TX 78704",0,501 E Oltorf St, Austin,TX,78704,1319,3508,1,0,APT,2023-10-25 18:16:07,30.2363793,-97.751956
Creekside on Parmer Lane,"5401 E Parmer Ln, Austin, TX 78754",0,5401 E Parmer Ln, Austin,TX,78754,1221,1617,1,2,APT,2023-10-25 18:16:07,30.3695045,-97.6206852
Paradise Oaks Apartments,"1500 Faro Dr, Austin, TX 78741",0,1500 Faro Dr, Austin,TX,78741,1320,0,1,0,APT,2023-10-25 18:16:07,30.23306719999999,-97.7143754
Lantana Apartments,"1802 West Ave, Austin, TX 78701",0,1802 West Ave, Austin,TX,78701,1145,0,1,2,APT,2023-10-25 18:16:07,30.2821471,-97.74640600000001
Sierra Vista,"4320 Congress Ave S, Austin, TX 78745",0,4320 Congress Ave S, Austin,TX,78745,948,1145,1,2,APT,2023-10-25 18:16:07,30.21937609999999,-97.7673245
Cannon South,"117 W William Cannon Dr, Austin, TX 78745",0,117 W William Cannon Dr, Austin,TX,78745,1045,1170,1,3,APT,2023-10-25 18:16:07,30.1932026,-97.7806603
Ellis Highline,"6324 N Lamar Blvd, Austin, TX 78752",0,6324 N Lamar Blvd, Austin,TX,78752,1159,1594,1,0,APT,2023-10-25 18:16:07,30.3318593,-97.7229358
Village at Collinwood,"1001 Collinwood West Dr, Austin, TX 78753",0,1001 Collinwood West Dr, Austin,TX,78753,1225,0,1,2,APT,2023-10-25 18:16:07,30.3696449,-97.6750318
West Lake Vistas,"7201 Ranch Road 2222, Austin, TX 78730",0,7201 Ranch Road 2222, Austin,TX,78730,1368,1843,1,2,APT,2023-10-25 18:16:07,30.37042529999999,-97.8060356
Madison Northridge,"12001 Metric Blvd, Austin, TX 78758",0,12001 Metric Blvd, Austin,TX,78758,1110,1670,1,2,APT,2023-10-25 18:16:07,30.4010132,-97.70166259999999
The Village At Gracy Farms,"2600 Gracy Farms Ln, Austin, TX 78758",0,2600 Gracy Farms Ln, Austin,TX,78758,1357,1739,1,2,APT,2023-10-25 18:16:07,30.4052908,-97.7121209
Emerson Apartments,"1919 Burton Dr, Austin, TX 78741",0,1919 Burton Dr, Austin,TX,78741,1128,2181,1,0,APT,2023-10-25 18:16:07,30.2335558,-97.7306619
The Vue,"7607 Blessing Ave, Austin, TX 78752",0,7607 Blessing Ave, Austin,TX,78752,1279,1374,1,3,APT,2023-10-25 18:16:07,30.3331202,-97.6917385
Speedway 38,"3704 Speedway, Austin, TX 78705",0,3704 Speedway, Austin,TX,78705,1150,1355,1,0,APT,2023-10-25 18:16:07,30.3003611,-97.73416150000001
Ellie Apartments,"2900 Sunridge Dr, Austin, TX 78741",0,2900 Sunridge Dr, Austin,TX,78741,1210,1444,1,2,APT,2023-10-25 18:16:07,30.2225394,-97.7247804
Bainbridge,"3603 Southridge Dr, Austin, TX 78704",0,3603 Southridge Dr, Austin,TX,78704,999,0,1,3,APT,2023-10-25 18:16:07,30.23408149999999,-97.774836
The Brodie,"8700 Brodie Ln, Austin, TX 78745",0,8700 Brodie Ln, Austin,TX,78745,1295,4821,1,0,APT,2023-10-25 18:16:07,30.1971589,-97.8439987
Ironhorse Flats,"1930 W Rundberg Ln, Austin, TX 78758",0,1930 W Rundberg Ln, Austin,TX,78758,999,1500,1,2,APT,2023-10-25 18:16:07,30.3735012,-97.7178029
St. Johns West,"601 W Saint Johns Ave, Austin, TX 78752",0,601 W Saint Johns Ave, Austin,TX,78752,1070,1615,1,0,APT,2023-10-25 18:16:07,30.3376838,-97.7147909
Highpoint North,"1405-1413 Clearfield Dr, Austin, TX 78758",0,1405-1413 Clearfield Dr, Austin,TX,78758,1195,1295,1,0,APT,2023-10-25 18:16:07,30.3572899,-97.71455759999999
Oaks Apartments,"130 Cumberland Rd, Austin, TX 78704",0,130 Cumberland Rd, Austin,TX,78704,1249,0,1,0,APT,2023-10-25 18:16:07,30.2375934,-97.7568761
MAA Wells Branch,"1630 Wells Branch Pky W, Austin, TX 78728",0,1630 Wells Branch Pky W, Austin,TX,78728,1108,2413,1,2,APT,2023-10-25 18:16:07,30.442128,-97.67053779999999
Villas at Stone Oak Ranch,"13021 Legendary Dr, Austin, TX 78727",0,13021 Legendary Dr, Austin,TX,78727,1310,1485,1,2,APT,2023-10-25 18:16:07,30.4348043,-97.73030879999999
The Pointe at Benwhite,"6934 E Ben White Blvd, Austin, TX 78741",0,6934 E Ben White Blvd, Austin,TX,78741,1214,0,1,2,APT,2023-10-25 18:16:07,30.2160563,-97.7036985
HillTop,"2400 San Gabriel St, Austin, TX 78705",0,2400 San Gabriel St, Austin,TX,78705,890,1795,1,5,APT,2023-10-25 18:16:07,30.2883438,-97.7480298
Eagles Landing,"8000 Decker Ln, Austin, TX 78724",0,8000 Decker Ln, Austin,TX,78724,1008,0,1,3,APT,2023-10-25 18:16:07,30.3079473,-97.62234989999999
